Gender,Tutoring,Extracurricular,Sports,Music,Volunteering,GradeClass,ParentalEducation_label_Ensino Médio,ParentalEducation_label_Faculdade Incompleta,ParentalEducation_label_Nenhum,ParentalEducation_label_Pós-Graduação,ParentalSupport_label_Baixo,ParentalSupport_label_Moderado,ParentalSupport_label_Muito Alto,ParentalSupport_label_Nenhum,Age_16,Age_17,Age_18,AbscencesGroup_Media,AbscencesGroup_Alta,StudyGroup_Baixa,StudyGroup_Média,StudyGroup_Alta
0,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,4,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,1,0,1,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,0,4,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
1,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,1,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0,0,1,1,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,0,1,0,1,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,0,1,4,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
1,0,1,0,1,0,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,0,0,1,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,1,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0,1,4,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0,1,0,1,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,1,1,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,1,1,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
1,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1,0,1,1,0,0,4,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
0,1,1,1,1,0,4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,1,1,0,0,0,4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,0,1,1,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,1,0,1,0,0,4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,1,0,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,0,1,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,1,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
1,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0,0,0,1,0,1,4,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0,1,1,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,0,0,1,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0,1,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,1,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,1,0,0,4,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
1,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,1,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,4,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
0,0,1,1,0,0,3,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
1,1,0,0,0,1,4,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1,0,4,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
1,0,1,1,0,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,1,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0,1,1,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
0,0,1,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0,0,1,1,0,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,1,1,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,4,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
1,1,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0,1,4,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,0,1,0,1,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,0,1,1,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,1,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,1,0,0,4,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,0,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
0,1,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0,1,0,1,0,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,1,0,0,0,0,4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
0,1,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,1,0,4,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,0,0,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
1,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,1,0,1,0,0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,4,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,0,0,0,1,0,4,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,1,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,1,1,1,1,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,1,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
1,1,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0,0,4,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0,1,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
